company,product_name,etc_option,pretax_rate,aftertax_rate,highest_prefer,restriction,inter_calcul
더케이저축은행,e-정기적금,정액적립식,3.20%,2.71%,3.20%,제한없음,단리
한성저축은행,m-정기적금,정액적립식,3.20%,2.71%,3.20%,제한없음,단리
한성저축은행,m-정기적금,정액적립식,3.20%,2.71%,3.20%,제한없음,복리
예가람저축은행,예가람 멤버십 정기적금,정액적립식,3.20%,2.71%,3.20%,제한없음,단리
한성저축은행,정기적금,정액적립식,3.20%,2.71%,3.20%,제한없음,단리
한성저축은행,정기적금,정액적립식,3.20%,2.71%,3.20%,제한없음,복리
바로저축은행,SB톡톡 정기적금(비대면),정액적립식,3.10%,2.62%,3.10%,제한없음,단리
바로저축은행,스마트정기적금(인터넷),정액적립식,3.10%,2.62%,3.10%,제한없음,단리
더케이저축은행,정기적금,정액적립식,3.10%,2.62%,3.10%,제한없음,단리
엔에이치저축은행,NH 친환경 행복플러스 정기적금,정액적립식,2.90%,2.45%,3.00%,제한없음,단리
스마트저축은행,e-로운 정기적금,정액적립식,3.00%,2.54%,3.00%,제한없음,단리
스마트저축은행,e-정기적금,정액적립식,3.00%,2.54%,3.00%,제한없음,단리
아산저축은행,꿈나무장학적금,정액적립식,3.00%,2.54%,3.00%,제한없음,단리
아산저축은행,꿈나무장학적금,정액적립식,3.00%,2.54%,3.00%,제한없음,복리
한국투자저축은행,스마트뱅킹 정기적금(자유적립식),자유적립식,3.00%,2.54%,3.00%,제한없음,단리
한국투자저축은행,인터넷정기적금(자유적립식),자유적립식,3.00%,2.54%,3.00%,제한없음,단리
스마트저축은행,정기적금,정액적립식,3.00%,2.54%,3.00%,제한없음,단리
아산저축은행,정기적금,정액적립식,3.00%,2.54%,3.00%,제한없음,단리
센트럴저축은행,정기적금,정액적립식,3.00%,2.54%,3.00%,제한없음,단리
대아상호저축은행,정기적금,자유적립식,3.00%,2.54%,3.00%,제한없음,복리
대아상호저축은행,정기적금,정액적립식,3.00%,2.54%,3.00%,제한없음,단리
대아상호저축은행,정기적금,정액적립식,3.00%,2.54%,3.00%,제한없음,복리
대아상호저축은행,정기적금,자유적립식,3.00%,2.54%,3.00%,제한없음,단리
에스앤티저축은행,정기적금,정액적립식,3.00%,2.54%,3.00%,제한없음,단리
센트럴저축은행,"정기적금 (인터넷뱅킹,스마트뱅킹,비대면)",정액적립식,3.00%,2.54%,3.00%,제한없음,단리
에스앤티저축은행,정기적금(비대면),정액적립식,3.00%,2.54%,3.00%,제한없음,단리
바로저축은행,정기적금(월수),정액적립식,3.00%,2.54%,3.00%,제한없음,단리
한국투자저축은행,정기적금(자유적립식),자유적립식,3.00%,2.54%,3.00%,제한없음,단리
애큐온저축은행,직장인우대적금,정액적립식,2.60%,2.20%,3.00%,제한없음,복리
애큐온저축은행,직장인우대적금,정액적립식,2.60%,2.20%,3.00%,제한없음,단리
한화저축은행,e뱅킹정기적금,자유적립식,2.85%,2.41%,2.85%,제한없음,단리
한화저축은행,한화가족사랑정기적금,자유적립식,2.80%,2.37%,2.80%,제한없음,단리
대신저축은행,정기적금(자유식),자유적립식,2.75%,2.33%,2.75%,제한없음,단리
OK저축은행,OK e-정기적금,정액적립식,2.60%,2.20%,2.60%,제한없음,단리
조은저축은행,e-정기적금,정액적립식,2.60%,2.20%,2.60%,제한없음,단리
우리금융저축은행,e-정기적금,정액적립식,2.60%,2.20%,2.60%,제한없음,단리
우리금융저축은행,e-정기적금,정액적립식,2.60%,2.20%,2.60%,제한없음,복리
국제저축은행,꿈 찾아 정기적금,정액적립식,2.60%,2.20%,2.60%,제한없음,단리
국제저축은행,꿈 찾아 정기적금(비대면),정액적립식,2.60%,2.20%,2.60%,제한없음,단리
우리금융저축은행,정기적금,정액적립식,2.50%,2.12%,2.60%,제한없음,단리
우리금융저축은행,정기적금,정액적립식,2.50%,2.12%,2.60%,제한없음,복리
조은저축은행,정기적금(서울본점),정액적립식,2.60%,2.20%,2.60%,제한없음,단리
조은저축은행,정기적금(여수지점),정액적립식,2.60%,2.20%,2.60%,제한없음,단리
OK저축은행,OK정기적금,정액적립식,2.50%,2.12%,2.50%,제한없음,단리
조흥저축은행,정기적금,정액적립식,2.50%,2.12%,2.50%,제한없음,단리
조흥저축은행,정기적금,정액적립식,2.50%,2.12%,2.50%,제한없음,복리
우리저축은행,정기적금(월수)(비대면),정액적립식,2.40%,2.03%,2.40%,제한없음,단리
진주저축은행,정기예금(진주),정액적립식,2.30%,1.95%,2.30%,제한없음,복리
우리저축은행,정기적금(월수),정액적립식,2.30%,1.95%,2.30%,제한없음,단리
대백저축은행,한마음정기적금,정액적립식,2.30%,1.95%,2.30%,제한없음,단리
진주저축은행,정기예금(진주),정액적립식,2.27%,1.92%,2.27%,제한없음,단리
상상인플러스저축은행,e-정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,단리
상상인플러스저축은행,e-정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,복리
상상인저축은행,뱅뱅뱅 정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,단리
상상인저축은행,뱅뱅뱅 정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,복리
상상인플러스저축은행,비대면 정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,복리
상상인플러스저축은행,비대면 정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,단리
상상인저축은행,비대면 정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,복리
상상인저축은행,비대면 정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,단리
상상인저축은행,정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,단리
상상인저축은행,정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,복리
상상인플러스저축은행,정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,단리
애큐온저축은행,정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,복리
애큐온저축은행,정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,단리
상상인플러스저축은행,정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,복리
JT저축은행,정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,단리
상상인플러스저축은행,크크크 정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,단리
상상인플러스저축은행,크크크 정기적금,정액적립식,2.20%,1.86%,2.20%,제한없음,복리
대한저축은행,정기적금,자유적립식,1.90%,1.61%,1.90%,제한없음,단리
대한저축은행,정기적금-인터넷,자유적립식,1.90%,1.61%,1.90%,제한없음,단리
센트럴저축은행,자유 적립예금,자유적립식,1.80%,1.52%,1.80%,제한없음,복리
키움저축은행,"e-plus 기업정기적금 (인터넷뱅킹,스마트뱅킹)",정액적립식,1.70%,1.44%,1.70%,제한없음,단리
키움저축은행,기업 정기적금,정액적립식,1.70%,1.44%,1.70%,제한없음,단리
신한저축은행,e-자유적립적금,자유적립식,1.60%,1.35%,1.60%,제한없음,단리
머스트삼일저축은행,e-정기적금,정액적립식,1.60%,1.35%,1.60%,제한없음,복리
머스트삼일저축은행,e-정기적금,정액적립식,1.60%,1.35%,1.60%,제한없음,단리
신한저축은행,s-자유적립적금,자유적립식,1.60%,1.35%,1.60%,제한없음,단리
머스트삼일저축은행,비대면정기적금,정액적립식,1.60%,1.35%,1.60%,제한없음,단리
영진저축은행,자유적립예금,자유적립식,1.60%,1.35%,1.60%,제한없음,단리
영진저축은행,자유적립예금,자유적립식,1.60%,1.35%,1.60%,제한없음,복리
머스트삼일저축은행,정기적금,정액적립식,1.60%,1.35%,1.60%,제한없음,단리
머스트삼일저축은행,정기적금,정액적립식,1.60%,1.35%,1.60%,제한없음,복리
신한저축은행,자유적립적금,자유적립식,1.50%,1.27%,1.50%,제한없음,단리
진주저축은행,정기예금(진주),자유적립식,1.30%,1.10%,1.30%,제한없음,단리
진주저축은행,정기예금(진주),자유적립식,1.30%,1.10%,1.30%,제한없음,복리
대원저축은행,정기적금,자유적립식,1.20%,1.02%,1.20%,제한없음,단리
대원저축은행,정기적금,정액적립식,1.00%,0.85%,1.00%,제한없음,단리
